Player,K (hs),A (f),D,KAST,K-D Diff,ADR,FK Diff,Rating,Team,MapID,Starting side,Rounds,Team rating,Entries,Clutches,Map,Tournament,Date,Team1,Team2,ResultTeam1,ResultTeam2,T1pick,Bets,choices,MatchID
Jame,39 (4),4 (2),21,77.8%,18,103.2,6,1.62,Virtus.pro,117208,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.15 : 0.95,24 : 11,2 : 4,Overpass,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,0,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
YEKINDAR,33 (26),6 (1),25,77.8%,8,101.6,6,1.49,Virtus.pro,117208,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.15 : 0.95,24 : 11,2 : 4,Overpass,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,0,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
SANJI,18 (12),9 (2),24,66.7%,-6,57.3,2,0.9,Virtus.pro,117208,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.15 : 0.95,24 : 11,2 : 4,Overpass,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,0,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
buster,17 (9),8 (2),23,61.1%,-6,60.4,0,0.88,Virtus.pro,117208,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.15 : 0.95,24 : 11,2 : 4,Overpass,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,0,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
Qikert,21 (12),2 (0),24,72.2%,-3,64.4,-1,0.87,Virtus.pro,117208,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.15 : 0.95,24 : 11,2 : 4,Overpass,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,0,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
Brehze,39 (16),5 (1),24,69.4%,15,102.8,-1,1.45,Evil Geniuses,117208,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.15 : 0.95,24 : 11,2 : 4,Overpass,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,0,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
oBo,28 (11),2 (0),28,72.2%,0,78.1,-1,1.05,Evil Geniuses,117208,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.15 : 0.95,24 : 11,2 : 4,Overpass,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,0,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
CeRq,16 (3),7 (2),23,63.9%,-7,57.3,-1,0.8,Evil Geniuses,117208,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.15 : 0.95,24 : 11,2 : 4,Overpass,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,0,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
tarik,21 (9),5 (0),29,72.2%,-8,65.1,-5,0.79,Evil Geniuses,117208,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.15 : 0.95,24 : 11,2 : 4,Overpass,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,0,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
stanislaw,13 (4),8 (3),24,52.8%,-11,45.5,-5,0.65,Evil Geniuses,117208,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.15 : 0.95,24 : 11,2 : 4,Overpass,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,0,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
YEKINDAR,20 (11),3 (0),18,64.0%,2,90.9,7,1.45,Virtus.pro,117216,t,9 : 16 ( 8 : 7 ) ( 1 : 9 ),0.99 : 1.17,12 : 13,1 : 3,Vertigo,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,1,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
SANJI,15 (14),6 (1),18,72.0%,-3,68.1,-1,1.01,Virtus.pro,117216,t,9 : 16 ( 8 : 7 ) ( 1 : 9 ),0.99 : 1.17,12 : 13,1 : 3,Vertigo,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,1,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
Qikert,14 (10),11 (5),19,72.0%,-5,82.5,-4,0.95,Virtus.pro,117216,t,9 : 16 ( 8 : 7 ) ( 1 : 9 ),0.99 : 1.17,12 : 13,1 : 3,Vertigo,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,1,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
buster,14 (7),2 (0),17,64.0%,-3,72.5,-2,0.89,Virtus.pro,117216,t,9 : 16 ( 8 : 7 ) ( 1 : 9 ),0.99 : 1.17,12 : 13,1 : 3,Vertigo,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,1,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
Jame,12 (2),2 (0),20,56.0%,-8,45.0,-1,0.64,Virtus.pro,117216,t,9 : 16 ( 8 : 7 ) ( 1 : 9 ),0.99 : 1.17,12 : 13,1 : 3,Vertigo,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,1,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
Brehze,22 (15),5 (0),17,80.0%,5,103.5,1,1.38,Evil Geniuses,117216,t,9 : 16 ( 8 : 7 ) ( 1 : 9 ),0.99 : 1.17,12 : 13,1 : 3,Vertigo,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,1,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
stanislaw,19 (9),7 (5),11,72.0%,8,69.8,3,1.27,Evil Geniuses,117216,t,9 : 16 ( 8 : 7 ) ( 1 : 9 ),0.99 : 1.17,12 : 13,1 : 3,Vertigo,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,1,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
CeRq,19 (3),3 (1),16,68.0%,3,83.9,3,1.19,Evil Geniuses,117216,t,9 : 16 ( 8 : 7 ) ( 1 : 9 ),0.99 : 1.17,12 : 13,1 : 3,Vertigo,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,1,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
oBo,18 (8),2 (0),15,76.0%,3,77.9,-2,1.14,Evil Geniuses,117216,t,9 : 16 ( 8 : 7 ) ( 1 : 9 ),0.99 : 1.17,12 : 13,1 : 3,Vertigo,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,1,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
tarik,14 (8),3 (1),18,64.0%,-4,59.0,-4,0.86,Evil Geniuses,117216,t,9 : 16 ( 8 : 7 ) ( 1 : 9 ),0.99 : 1.17,12 : 13,1 : 3,Vertigo,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,1,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
YEKINDAR,30 (10),10 (2),27,63.9%,3,92.9,2,1.31,Virtus.pro,117223,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.10 : 0.95,21 : 15,3 : 2,Inferno,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,NA,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
buster,25 (11),5 (2),22,75.0%,3,70.3,2,1.1,Virtus.pro,117223,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.10 : 0.95,21 : 15,3 : 2,Inferno,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,NA,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
Jame,22 (6),7 (4),19,72.2%,3,61.9,2,1.09,Virtus.pro,117223,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.10 : 0.95,21 : 15,3 : 2,Inferno,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,NA,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
Qikert,22 (11),3 (1),21,72.2%,1,69.9,-1,1.07,Virtus.pro,117223,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.10 : 0.95,21 : 15,3 : 2,Inferno,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,NA,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
SANJI,18 (12),4 (0),22,75.0%,-4,58.5,1,0.93,Virtus.pro,117223,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.10 : 0.95,21 : 15,3 : 2,Inferno,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,NA,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
Brehze,26 (15),3 (1),21,75.0%,5,71.0,2,1.12,Evil Geniuses,117223,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.10 : 0.95,21 : 15,3 : 2,Inferno,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,NA,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
oBo,23 (14),9 (1),25,66.7%,-2,86.5,-4,1.04,Evil Geniuses,117223,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.10 : 0.95,21 : 15,3 : 2,Inferno,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,NA,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
tarik,23 (7),5 (0),26,66.7%,-3,73.7,-2,0.93,Evil Geniuses,117223,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.10 : 0.95,21 : 15,3 : 2,Inferno,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,NA,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
stanislaw,20 (13),5 (3),21,61.1%,-1,63.2,0,0.89,Evil Geniuses,117223,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.10 : 0.95,21 : 15,3 : 2,Inferno,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,NA,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
CeRq,16 (2),4 (2),25,69.4%,-9,45.6,-2,0.75,Evil Geniuses,117223,ct,19 : 17 ( 11 : 4 ) ( 4 : 11 ) ( 4 : 2 ),1.10 : 0.95,21 : 15,3 : 2,Inferno,ESL Pro League Season 13,26th of March 2021,Virtus.pro,Evil Geniuses,2,1,NA,1.40 / 2.75,"1. Evil Geniuses removed Dust2
2. Virtus.pro removed Nuke
3. Evil Geniuses picked Overpass
4. Virtus.pro picked Vertigo
5. Evil Geniuses removed Mirage
6. Virtus.pro removed Train
7. Inferno was left over",2346953
b4rtiN,20 (13),4 (1),20,69.2%,0,80.0,1,1.03,GODSENT,117205,ct,10 : 16 ( 6 : 9 ) ( 4 : 7 ),0.90 : 1.22,10 : 16,2 : 1,Mirage,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,GODSENT,HAVU,10,16,NA,3.40 / 1.30,"1. HAVU removed Vertigo
2. GODSENT removed Train
3. HAVU removed Inferno
4. GODSENT removed Overpass
5. HAVU removed Nuke
6. GODSENT removed Dust2
7. Mirage was left over",2347477
felps,18 (7),4 (0),20,57.7%,-2,79.6,-4,0.98,GODSENT,117205,ct,10 : 16 ( 6 : 9 ) ( 4 : 7 ),0.90 : 1.22,10 : 16,2 : 1,Mirage,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,GODSENT,HAVU,10,16,NA,3.40 / 1.30,"1. HAVU removed Vertigo
2. GODSENT removed Train
3. HAVU removed Inferno
4. GODSENT removed Overpass
5. HAVU removed Nuke
6. GODSENT removed Dust2
7. Mirage was left over",2347477
dumau,16 (4),6 (2),19,69.2%,-3,69.1,1,0.94,GODSENT,117205,ct,10 : 16 ( 6 : 9 ) ( 4 : 7 ),0.90 : 1.22,10 : 16,2 : 1,Mirage,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,GODSENT,HAVU,10,16,NA,3.40 / 1.30,"1. HAVU removed Vertigo
2. GODSENT removed Train
3. HAVU removed Inferno
4. GODSENT removed Overpass
5. HAVU removed Nuke
6. GODSENT removed Dust2
7. Mirage was left over",2347477
latto,15 (7),9 (3),21,73.1%,-6,72.3,0,0.87,GODSENT,117205,ct,10 : 16 ( 6 : 9 ) ( 4 : 7 ),0.90 : 1.22,10 : 16,2 : 1,Mirage,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,GODSENT,HAVU,10,16,NA,3.40 / 1.30,"1. HAVU removed Vertigo
2. GODSENT removed Train
3. HAVU removed Inferno
4. GODSENT removed Overpass
5. HAVU removed Nuke
6. GODSENT removed Dust2
7. Mirage was left over",2347477
TACO,11 (5),3 (0),20,65.4%,-9,57.3,-4,0.65,GODSENT,117205,ct,10 : 16 ( 6 : 9 ) ( 4 : 7 ),0.90 : 1.22,10 : 16,2 : 1,Mirage,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,GODSENT,HAVU,10,16,NA,3.40 / 1.30,"1. HAVU removed Vertigo
2. GODSENT removed Train
3. HAVU removed Inferno
4. GODSENT removed Overpass
5. HAVU removed Nuke
6. GODSENT removed Dust2
7. Mirage was left over",2347477
xseveN,27 (13),7 (2),15,76.9%,12,114.0,1,1.67,HAVU,117205,ct,10 : 16 ( 6 : 9 ) ( 4 : 7 ),0.90 : 1.22,10 : 16,2 : 1,Mirage,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,GODSENT,HAVU,10,16,NA,3.40 / 1.30,"1. HAVU removed Vertigo
2. GODSENT removed Train
3. HAVU removed Inferno
4. GODSENT removed Overpass
5. HAVU removed Nuke
6. GODSENT removed Dust2
7. Mirage was left over",2347477
Aerial,25 (15),2 (0),17,80.8%,8,91.0,3,1.39,HAVU,117205,ct,10 : 16 ( 6 : 9 ) ( 4 : 7 ),0.90 : 1.22,10 : 16,2 : 1,Mirage,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,GODSENT,HAVU,10,16,NA,3.40 / 1.30,"1. HAVU removed Vertigo
2. GODSENT removed Train
3. HAVU removed Inferno
4. GODSENT removed Overpass
5. HAVU removed Nuke
6. GODSENT removed Dust2
7. Mirage was left over",2347477
ZOREE,21 (4),4 (1),13,73.1%,8,80.0,1,1.32,HAVU,117205,ct,10 : 16 ( 6 : 9 ) ( 4 : 7 ),0.90 : 1.22,10 : 16,2 : 1,Mirage,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,GODSENT,HAVU,10,16,NA,3.40 / 1.30,"1. HAVU removed Vertigo
2. GODSENT removed Train
3. HAVU removed Inferno
4. GODSENT removed Overpass
5. HAVU removed Nuke
6. GODSENT removed Dust2
7. Mirage was left over",2347477
sLowi,15 (8),4 (2),17,65.4%,-2,58.2,1,0.91,HAVU,117205,ct,10 : 16 ( 6 : 9 ) ( 4 : 7 ),0.90 : 1.22,10 : 16,2 : 1,Mirage,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,GODSENT,HAVU,10,16,NA,3.40 / 1.30,"1. HAVU removed Vertigo
2. GODSENT removed Train
3. HAVU removed Inferno
4. GODSENT removed Overpass
5. HAVU removed Nuke
6. GODSENT removed Dust2
7. Mirage was left over",2347477
jemi,10 (8),6 (0),19,65.4%,-9,65.0,0,0.83,HAVU,117205,ct,10 : 16 ( 6 : 9 ) ( 4 : 7 ),0.90 : 1.22,10 : 16,2 : 1,Mirage,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,GODSENT,HAVU,10,16,NA,3.40 / 1.30,"1. HAVU removed Vertigo
2. GODSENT removed Train
3. HAVU removed Inferno
4. GODSENT removed Overpass
5. HAVU removed Nuke
6. GODSENT removed Dust2
7. Mirage was left over",2347477
Aerial,24 (8),7 (2),13,84.0%,11,103.8,7,1.71,HAVU,117203,ct,16 : 9 ( 11 : 4 ) ( 5 : 5 ),1.19 : 0.80,16 : 9,0 : 0,Nuke,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,HAVU,777,16,9,NA,1.11 / 6.00,"1. 777 removed Train
2. HAVU removed Vertigo
3. 777 removed Inferno
4. HAVU removed Mirage
5. 777 removed Dust2
6. HAVU removed Overpass
7. Nuke was left over",2347476
xseveN,18 (8),4 (0),15,76.0%,3,83.4,2,1.22,HAVU,117203,ct,16 : 9 ( 11 : 4 ) ( 5 : 5 ),1.19 : 0.80,16 : 9,0 : 0,Nuke,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,HAVU,777,16,9,NA,1.11 / 6.00,"1. 777 removed Train
2. HAVU removed Vertigo
3. 777 removed Inferno
4. HAVU removed Mirage
5. 777 removed Dust2
6. HAVU removed Overpass
7. Nuke was left over",2347476
ZOREE,19 (3),4 (2),11,80.0%,8,79.0,-1,1.22,HAVU,117203,ct,16 : 9 ( 11 : 4 ) ( 5 : 5 ),1.19 : 0.80,16 : 9,0 : 0,Nuke,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,HAVU,777,16,9,NA,1.11 / 6.00,"1. 777 removed Train
2. HAVU removed Vertigo
3. 777 removed Inferno
4. HAVU removed Mirage
5. 777 removed Dust2
6. HAVU removed Overpass
7. Nuke was left over",2347476
sLowi,17 (8),2 (0),13,64.0%,4,64.6,-1,1.01,HAVU,117203,ct,16 : 9 ( 11 : 4 ) ( 5 : 5 ),1.19 : 0.80,16 : 9,0 : 0,Nuke,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,HAVU,777,16,9,NA,1.11 / 6.00,"1. 777 removed Train
2. HAVU removed Vertigo
3. 777 removed Inferno
4. HAVU removed Mirage
5. 777 removed Dust2
6. HAVU removed Overpass
7. Nuke was left over",2347476
jemi,13 (8),6 (2),16,64.0%,-3,61.0,0,0.81,HAVU,117203,ct,16 : 9 ( 11 : 4 ) ( 5 : 5 ),1.19 : 0.80,16 : 9,0 : 0,Nuke,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,HAVU,777,16,9,NA,1.11 / 6.00,"1. 777 removed Train
2. HAVU removed Vertigo
3. 777 removed Inferno
4. HAVU removed Mirage
5. 777 removed Dust2
6. HAVU removed Overpass
7. Nuke was left over",2347476
fletch,14 (4),3 (2),16,60.0%,-2,51.0,1,0.83,777,117203,ct,16 : 9 ( 11 : 4 ) ( 5 : 5 ),1.19 : 0.80,16 : 9,0 : 0,Nuke,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,HAVU,777,16,9,NA,1.11 / 6.00,"1. 777 removed Train
2. HAVU removed Vertigo
3. 777 removed Inferno
4. HAVU removed Mirage
5. 777 removed Dust2
6. HAVU removed Overpass
7. Nuke was left over",2347476
mikki,15 (9),2 (0),19,64.0%,-4,57.9,0,0.83,777,117203,ct,16 : 9 ( 11 : 4 ) ( 5 : 5 ),1.19 : 0.80,16 : 9,0 : 0,Nuke,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,HAVU,777,16,9,NA,1.11 / 6.00,"1. 777 removed Train
2. HAVU removed Vertigo
3. 777 removed Inferno
4. HAVU removed Mirage
5. 777 removed Dust2
6. HAVU removed Overpass
7. Nuke was left over",2347476
akez,14 (10),3 (1),21,68.0%,-7,68.2,-2,0.79,777,117203,ct,16 : 9 ( 11 : 4 ) ( 5 : 5 ),1.19 : 0.80,16 : 9,0 : 0,Nuke,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,HAVU,777,16,9,NA,1.11 / 6.00,"1. 777 removed Train
2. HAVU removed Vertigo
3. 777 removed Inferno
4. HAVU removed Mirage
5. 777 removed Dust2
6. HAVU removed Overpass
7. Nuke was left over",2347476
fibb0,13 (8),2 (0),18,52.0%,-5,66.0,-1,0.77,777,117203,ct,16 : 9 ( 11 : 4 ) ( 5 : 5 ),1.19 : 0.80,16 : 9,0 : 0,Nuke,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,HAVU,777,16,9,NA,1.11 / 6.00,"1. 777 removed Train
2. HAVU removed Vertigo
3. 777 removed Inferno
4. HAVU removed Mirage
5. 777 removed Dust2
6. HAVU removed Overpass
7. Nuke was left over",2347476
Ruyter,12 (9),4 (0),17,52.0%,-5,57.8,-5,0.75,777,117203,ct,16 : 9 ( 11 : 4 ) ( 5 : 5 ),1.19 : 0.80,16 : 9,0 : 0,Nuke,Nordic Masters Spring 2021 - BLAST Premier Qualifier,26th of March 2021,HAVU,777,16,9,NA,1.11 / 6.00,"1. 777 removed Train
2. HAVU removed Vertigo
3. 777 removed Inferno
4. HAVU removed Mirage
5. 777 removed Dust2
6. HAVU removed Overpass
7. Nuke was left over",2347476
CRUC1AL,26 (7),5 (3),13,88.0%,13,105.1,1,1.68,Endpoint,117195,t,16 : 9 ( 10 : 5 ) ( 6 : 4 ),1.27 : 0.83,17 : 8,1 : 1,Inferno,ESL Pro League Season 13,26th of March 2021,Endpoint,fnatic,2,0,1,2.75 / 1.40,"1. Endpoint removed Train
2. fnatic removed Vertigo
3. Endpoint picked Inferno
4. fnatic picked Overpass
5. Endpoint removed Nuke
6. fnatic removed Dust2
7. Mirage was left over",2346952
