Player,K (hs),A (f),D,KAST,K-D Diff,ADR,FK Diff,Rating,Team,MapID,Starting side,Rounds,Team rating,Entries,Clutches,Map,Tournament,Date,Team1,Team2,ResultTeam1,ResultTeam2,T1pick,Bets,choices,MatchID
dexter,7 (4),10 (3),23,53.6%,-16,43.8,-2,0.5,mousesports,116305,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),0.92 : 1.17,13 : 15,2 : 2,Train,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,0,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
Spinx,21 (16),5 (1),19,78.6%,2,85.3,1,1.31,ENCE,116305,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),0.92 : 1.17,13 : 15,2 : 2,Train,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,0,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
dycha,24 (18),1 (0),18,67.9%,6,93.1,2,1.29,ENCE,116305,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),0.92 : 1.17,13 : 15,2 : 2,Train,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,0,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
allu,23 (4),5 (2),16,67.9%,7,81.8,1,1.17,ENCE,116305,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),0.92 : 1.17,13 : 15,2 : 2,Train,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,0,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
Snappi,21 (11),3 (0),18,71.4%,3,79.0,-1,1.12,ENCE,116305,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),0.92 : 1.17,13 : 15,2 : 2,Train,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,0,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
doto,14 (9),5 (0),16,71.4%,-2,56.2,-1,0.93,ENCE,116305,ct,12 : 16 ( 7 : 8 ) ( 5 : 8 ),0.92 : 1.17,13 : 15,2 : 2,Train,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,0,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
ropz,23 (14),6 (2),11,95.2%,12,107.1,2,1.86,mousesports,116307,t,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.45 : 0.71,14 : 7,3 : 2,Vertigo,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,1,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
acoR,20 (11),3 (2),10,81.0%,10,90.2,6,1.61,mousesports,116307,t,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.45 : 0.71,14 : 7,3 : 2,Vertigo,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,1,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
frozen,20 (11),6 (0),12,81.0%,8,107.4,-2,1.52,mousesports,116307,t,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.45 : 0.71,14 : 7,3 : 2,Vertigo,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,1,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
dexter,15 (6),5 (1),13,90.5%,2,71.9,2,1.26,mousesports,116307,t,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.45 : 0.71,14 : 7,3 : 2,Vertigo,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,1,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
Bymas,11 (4),6 (1),11,76.2%,0,61.4,-1,1.02,mousesports,116307,t,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.45 : 0.71,14 : 7,3 : 2,Vertigo,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,1,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
doto,17 (13),3 (0),17,66.7%,0,96.2,-1,1.06,ENCE,116307,t,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.45 : 0.71,14 : 7,3 : 2,Vertigo,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,1,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
allu,12 (4),3 (0),17,57.1%,-5,67.0,0,0.82,ENCE,116307,t,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.45 : 0.71,14 : 7,3 : 2,Vertigo,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,1,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
dycha,15 (7),2 (1),20,57.1%,-5,77.1,1,0.79,ENCE,116307,t,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.45 : 0.71,14 : 7,3 : 2,Vertigo,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,1,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
Snappi,8 (5),4 (3),17,52.4%,-9,52.1,-2,0.59,ENCE,116307,t,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.45 : 0.71,14 : 7,3 : 2,Vertigo,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,1,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
Spinx,5 (4),1 (1),18,42.9%,-13,28.7,-5,0.3,ENCE,116307,t,16 : 5 ( 11 : 4 ) ( 5 : 1 ),1.45 : 0.71,14 : 7,3 : 2,Vertigo,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,1,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
frozen,29 (10),9 (2),17,80.0%,12,107.9,0,1.49,mousesports,116313,ct,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.12 : 0.93,14 : 15,1 : 4,Inferno,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,NA,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
ropz,23 (13),3 (0),17,70.0%,6,86.5,2,1.25,mousesports,116313,ct,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.12 : 0.93,14 : 15,1 : 4,Inferno,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,NA,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
acoR,17 (5),10 (5),16,70.0%,1,60.9,-3,0.96,mousesports,116313,ct,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.12 : 0.93,14 : 15,1 : 4,Inferno,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,NA,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
dexter,16 (5),10 (6),19,76.7%,-3,58.5,4,0.95,mousesports,116313,ct,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.12 : 0.93,14 : 15,1 : 4,Inferno,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,NA,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
Bymas,17 (9),4 (1),19,70.0%,-2,63.9,-5,0.93,mousesports,116313,ct,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.12 : 0.93,14 : 15,1 : 4,Inferno,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,NA,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
Spinx,24 (17),2 (0),20,63.3%,4,86.7,5,1.23,ENCE,116313,ct,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.12 : 0.93,14 : 15,1 : 4,Inferno,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,NA,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
doto,20 (10),3 (0),21,66.7%,-1,66.4,-1,0.93,ENCE,116313,ct,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.12 : 0.93,14 : 15,1 : 4,Inferno,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,NA,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
dycha,16 (12),0 (0),17,56.7%,-1,51.7,-3,0.89,ENCE,116313,ct,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.12 : 0.93,14 : 15,1 : 4,Inferno,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,NA,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
allu,15 (4),7 (3),20,66.7%,-5,64.4,0,0.87,ENCE,116313,ct,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.12 : 0.93,14 : 15,1 : 4,Inferno,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,NA,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
Snappi,12 (6),11 (5),24,63.3%,-12,67.6,0,0.76,ENCE,116313,ct,14 : 16 ( 6 : 9 ) ( 8 : 7 ),1.12 : 0.93,14 : 15,1 : 4,Inferno,ESL Pro League Season 13,13th of March 2021,mousesports,ENCE,1,2,NA,NA,"1. ENCE removed Dust2
2. mousesports removed Overpass
3. ENCE picked Train
4. mousesports picked Vertigo
5. ENCE removed Mirage
6. mousesports removed Nuke
7. Inferno was left over",2346919
mds,24 (13),4 (3),15,88.5%,9,82.8,0,1.35,Nemiga,116303,t,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.19 : 0.91,14 : 12,1 : 2,Inferno,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,1,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
lollipop21k,20 (7),3 (0),14,69.2%,6,92.6,0,1.31,Nemiga,116303,t,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.19 : 0.91,14 : 12,1 : 2,Inferno,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,1,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
Jyo,20 (6),6 (1),15,84.6%,5,82.6,2,1.25,Nemiga,116303,t,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.19 : 0.91,14 : 12,1 : 2,Inferno,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,1,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
boX,15 (7),5 (1),16,73.1%,-1,64.8,2,1.09,Nemiga,116303,t,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.19 : 0.91,14 : 12,1 : 2,Inferno,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,1,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
speed4k,13 (6),6 (3),14,69.2%,-1,51.9,-2,0.93,Nemiga,116303,t,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.19 : 0.91,14 : 12,1 : 2,Inferno,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,1,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
stadodo,14 (6),6 (1),18,80.8%,-4,76.4,0,1.05,SAW,116303,t,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.19 : 0.91,14 : 12,1 : 2,Inferno,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,1,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
arki,16 (12),5 (0),19,73.1%,-3,75.2,4,1.04,SAW,116303,t,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.19 : 0.91,14 : 12,1 : 2,Inferno,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,1,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
rmn,15 (11),4 (1),19,61.5%,-4,68.2,-2,0.88,SAW,116303,t,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.19 : 0.91,14 : 12,1 : 2,Inferno,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,1,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
MUTiRiS,13 (6),4 (1),16,65.4%,-3,55.3,-2,0.84,SAW,116303,t,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.19 : 0.91,14 : 12,1 : 2,Inferno,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,1,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
JUST,16 (12),0 (0),20,69.2%,-4,55.1,-2,0.75,SAW,116303,t,16 : 10 ( 10 : 5 ) ( 6 : 5 ),1.19 : 0.91,14 : 12,1 : 2,Inferno,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,1,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
boX,21 (4),5 (0),14,92.0%,7,101.0,2,1.49,Nemiga,116304,ct,16 : 9 ( 8 : 7 ) ( 8 : 2 ),1.33 : 0.89,10 : 15,1 : 3,Vertigo,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,0,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
speed4k,24 (10),3 (1),14,80.0%,10,93.2,-1,1.49,Nemiga,116304,ct,16 : 9 ( 8 : 7 ) ( 8 : 2 ),1.33 : 0.89,10 : 15,1 : 3,Vertigo,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,0,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
lollipop21k,19 (8),7 (1),16,84.0%,3,95.8,-2,1.34,Nemiga,116304,ct,16 : 9 ( 8 : 7 ) ( 8 : 2 ),1.33 : 0.89,10 : 15,1 : 3,Vertigo,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,0,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
Jyo,21 (8),3 (2),13,84.0%,8,74.2,0,1.2,Nemiga,116304,ct,16 : 9 ( 8 : 7 ) ( 8 : 2 ),1.33 : 0.89,10 : 15,1 : 3,Vertigo,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,0,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
mds,17 (7),4 (0),15,92.0%,2,63.1,-4,1.13,Nemiga,116304,ct,16 : 9 ( 8 : 7 ) ( 8 : 2 ),1.33 : 0.89,10 : 15,1 : 3,Vertigo,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,0,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
MUTiRiS,22 (12),5 (1),23,72.0%,-1,100.6,3,1.22,SAW,116304,ct,16 : 9 ( 8 : 7 ) ( 8 : 2 ),1.33 : 0.89,10 : 15,1 : 3,Vertigo,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,0,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
rmn,16 (9),2 (0),20,60.0%,-4,70.5,5,1.0,SAW,116304,ct,16 : 9 ( 8 : 7 ) ( 8 : 2 ),1.33 : 0.89,10 : 15,1 : 3,Vertigo,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,0,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
arki,13 (8),2 (0),19,64.0%,-6,56.5,0,0.77,SAW,116304,ct,16 : 9 ( 8 : 7 ) ( 8 : 2 ),1.33 : 0.89,10 : 15,1 : 3,Vertigo,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,0,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
JUST,13 (9),2 (0),20,52.0%,-7,55.3,0,0.74,SAW,116304,ct,16 : 9 ( 8 : 7 ) ( 8 : 2 ),1.33 : 0.89,10 : 15,1 : 3,Vertigo,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,0,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
stadodo,8 (5),6 (2),20,72.0%,-12,45.8,-3,0.72,SAW,116304,ct,16 : 9 ( 8 : 7 ) ( 8 : 2 ),1.33 : 0.89,10 : 15,1 : 3,Vertigo,Pinnacle Cup 2021,13th of March 2021,Nemiga,SAW,2,0,0,1.72 / 2.00,"1. Nemiga removed Train
2. SAW removed Mirage
3. Nemiga picked Inferno
4. SAW picked Vertigo
5. Nemiga removed Nuke
6. SAW removed Overpass
7. Dust2 was left over",2346879
valde,32 (14),1 (0),16,83.3%,16,106.0,5,1.69,OG,116258,ct,16 : 14 ( 10 : 5 ) ( 6 : 9 ),1.13 : 0.87,18 : 12,0 : 1,Nuke,ESL Pro League Season 13,12th of March 2021,OG,FunPlus Phoenix,1,2,0,1.72 / 2.00,"1. FunPlus Phoenix removed Mirage
2. OG removed Vertigo
3. FunPlus Phoenix picked Nuke
4. OG picked Overpass
5. FunPlus Phoenix removed Dust2
6. OG removed Train
7. Inferno was left over",2346918
Aleksib,24 (12),6 (1),18,73.3%,6,103.4,-1,1.27,OG,116258,ct,16 : 14 ( 10 : 5 ) ( 6 : 9 ),1.13 : 0.87,18 : 12,0 : 1,Nuke,ESL Pro League Season 13,12th of March 2021,OG,FunPlus Phoenix,1,2,0,1.72 / 2.00,"1. FunPlus Phoenix removed Mirage
2. OG removed Vertigo
3. FunPlus Phoenix picked Nuke
4. OG picked Overpass
5. FunPlus Phoenix removed Dust2
6. OG removed Train
7. Inferno was left over",2346918
mantuu,19 (6),5 (1),16,66.7%,3,64.5,3,1.03,OG,116258,ct,16 : 14 ( 10 : 5 ) ( 6 : 9 ),1.13 : 0.87,18 : 12,0 : 1,Nuke,ESL Pro League Season 13,12th of March 2021,OG,FunPlus Phoenix,1,2,0,1.72 / 2.00,"1. FunPlus Phoenix removed Mirage
2. OG removed Vertigo
3. FunPlus Phoenix picked Nuke
4. OG picked Overpass
5. FunPlus Phoenix removed Dust2
6. OG removed Train
7. Inferno was left over",2346918
niko,12 (6),4 (2),15,73.3%,-3,50.5,2,0.92,OG,116258,ct,16 : 14 ( 10 : 5 ) ( 6 : 9 ),1.13 : 0.87,18 : 12,0 : 1,Nuke,ESL Pro League Season 13,12th of March 2021,OG,FunPlus Phoenix,1,2,0,1.72 / 2.00,"1. FunPlus Phoenix removed Mirage
2. OG removed Vertigo
3. FunPlus Phoenix picked Nuke
4. OG picked Overpass
5. FunPlus Phoenix removed Dust2
6. OG removed Train
7. Inferno was left over",2346918
ISSAA,13 (7),1 (0),18,66.7%,-5,47.5,-3,0.74,OG,116258,ct,16 : 14 ( 10 : 5 ) ( 6 : 9 ),1.13 : 0.87,18 : 12,0 : 1,Nuke,ESL Pro League Season 13,12th of March 2021,OG,FunPlus Phoenix,1,2,0,1.72 / 2.00,"1. FunPlus Phoenix removed Mirage
2. OG removed Vertigo
3. FunPlus Phoenix picked Nuke
4. OG picked Overpass
5. FunPlus Phoenix removed Dust2
6. OG removed Train
7. Inferno was left over",2346918
suNny,20 (9),2 (0),16,66.7%,4,71.4,-5,1.06,FunPlus Phoenix,116258,ct,16 : 14 ( 10 : 5 ) ( 6 : 9 ),1.13 : 0.87,18 : 12,0 : 1,Nuke,ESL Pro League Season 13,12th of March 2021,OG,FunPlus Phoenix,1,2,0,1.72 / 2.00,"1. FunPlus Phoenix removed Mirage
2. OG removed Vertigo
3. FunPlus Phoenix picked Nuke
4. OG picked Overpass
5. FunPlus Phoenix removed Dust2
6. OG removed Train
7. Inferno was left over",2346918
zehN,21 (5),5 (1),21,63.3%,0,74.4,0,1.03,FunPlus Phoenix,116258,ct,16 : 14 ( 10 : 5 ) ( 6 : 9 ),1.13 : 0.87,18 : 12,0 : 1,Nuke,ESL Pro League Season 13,12th of March 2021,OG,FunPlus Phoenix,1,2,0,1.72 / 2.00,"1. FunPlus Phoenix removed Mirage
2. OG removed Vertigo
3. FunPlus Phoenix picked Nuke
4. OG picked Overpass
5. FunPlus Phoenix removed Dust2
6. OG removed Train
7. Inferno was left over",2346918
STYKO,12 (4),2 (0),18,76.7%,-6,55.3,-2,0.8,FunPlus Phoenix,116258,ct,16 : 14 ( 10 : 5 ) ( 6 : 9 ),1.13 : 0.87,18 : 12,0 : 1,Nuke,ESL Pro League Season 13,12th of March 2021,OG,FunPlus Phoenix,1,2,0,1.72 / 2.00,"1. FunPlus Phoenix removed Mirage
2. OG removed Vertigo
3. FunPlus Phoenix picked Nuke
4. OG picked Overpass
5. FunPlus Phoenix removed Dust2
6. OG removed Train
7. Inferno was left over",2346918
Farlig,14 (4),2 (1),23,60.0%,-9,49.3,1,0.76,FunPlus Phoenix,116258,ct,16 : 14 ( 10 : 5 ) ( 6 : 9 ),1.13 : 0.87,18 : 12,0 : 1,Nuke,ESL Pro League Season 13,12th of March 2021,OG,FunPlus Phoenix,1,2,0,1.72 / 2.00,"1. FunPlus Phoenix removed Mirage
2. OG removed Vertigo
3. FunPlus Phoenix picked Nuke
4. OG picked Overpass
5. FunPlus Phoenix removed Dust2
6. OG removed Train
7. Inferno was left over",2346918
Maden,16 (7),5 (1),24,56.7%,-8,58.6,0,0.72,FunPlus Phoenix,116258,ct,16 : 14 ( 10 : 5 ) ( 6 : 9 ),1.13 : 0.87,18 : 12,0 : 1,Nuke,ESL Pro League Season 13,12th of March 2021,OG,FunPlus Phoenix,1,2,0,1.72 / 2.00,"1. FunPlus Phoenix removed Mirage
2. OG removed Vertigo
3. FunPlus Phoenix picked Nuke
4. OG picked Overpass
5. FunPlus Phoenix removed Dust2
6. OG removed Train
7. Inferno was left over",2346918
valde,19 (8),4 (1),20,70.4%,-1,81.5,-1,1.07,OG,116270,t,11 : 16 ( 3 : 12 ) ( 8 : 4 ),0.90 : 1.19,12 : 14,2 : 2,Overpass,ESL Pro League Season 13,12th of March 2021,OG,FunPlus Phoenix,1,2,1,1.72 / 2.00,"1. FunPlus Phoenix removed Mirage
2. OG removed Vertigo
3. FunPlus Phoenix picked Nuke
4. OG picked Overpass
5. FunPlus Phoenix removed Dust2
6. OG removed Train
7. Inferno was left over",2346918
